budget,genres,id,keywords,original_language,popularity,revenue,runtime,title_x,vote_average,vote_count,title_y,cast,director,release_year,release_month
4000000,"Drama,Crime",627,"london england,alcohol,sex",en,63.513324,16491080,93.0,Trainspotting,7.8,2655,Trainspotting,"Ewan McGregor,Ewen Bremner,Jonny Lee Miller",Danny Boyle,1996,2
3000000,"Horror,Thriller",41436,"ouija board,haunting,demonic possession",en,22.789649,177512032,91.0,Paranormal Activity 2,5.7,722,Paranormal Activity 2,"Katie Featherston,David Bierend,Brian Boland",Tod Williams,2010,10
4000000,Documentary,1430,"usa,canada,gun",en,11.414843,35564473,120.0,Bowling for Columbine,7.3,453,Bowling for Columbine,"Michael Moore,George H. W. Bush,George W. Bush",Michael Moore,2002,10
3000000,Horror,10014,"gay,dancing,fire",en,21.607228,29999213,87.0,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,361,A Nightmare on Elm Street Part 2: Freddy's Revenge,"Robert Englund,Mark Patton,Kim Myers",Jack Sholder,1985,10
3000000,"Drama,Romance",11257,"kiss,bed and breakfast place,florence",en,7.961559,20966644,117.0,A Room with a View,6.9,156,A Room with a View,"Maggie Smith,Helena Bonham Carter,Denholm Elliott",James Ivory,1985,12
3000000,"Science Fiction,Horror,Thriller",158015,"dystopia,barricade,home invasion",en,54.403033,89328627,86.0,The Purge,6.0,2428,The Purge,"Lena Headey,Ethan Hawke,Max Burkholder",James DeMonaco,2013,5
3000000,"Horror,Thriller,Mystery",82507,"drowning,pennsylvania,child murderer",en,41.045084,77712439,110.0,Sinister,6.7,1573,Sinister,"Ethan Hawke,Juliet Rylance,Vincent D'Onofrio",Scott Derrickson,2012,3
3000000,Comedy,20337,"daily life,scandal,growing up",en,0.295226,19184015,113.0,Martin Lawrence Live: Runteldat,5.0,1,Martin Lawrence Live: Runteldat,Martin Lawrence,Martin Lawrence,2002,8
3000000,"Drama,Romance",261,"individual,suicide,southern usa",en,16.553594,17570324,108.0,Cat on a Hot Tin Roof,7.6,165,Cat on a Hot Tin Roof,"Elizabeth Taylor,Paul Newman,Burl Ives",Richard Brooks,1958,2
3000000,"Adventure,Science Fiction,Mystery",1685,"mutant,dystopia,survivor",en,24.393296,18999718,95.0,Beneath the Planet of the Apes,6.2,361,Beneath the Planet of the Apes,"James Franciscus,Kim Hunter,Maurice Evans",Ted Post,1970,5
3000000,"Comedy,Family,Drama",20737,"clown,golden retriever,dog actor",en,11.241802,23144499,98.0,Air Bud,5.3,106,Air Bud,"Kevin Zegers,Wendy Makkena,Michael Jeter",Charles Martin Smith,1997,8
16000000,"Adventure,Fantasy,Animation",10991,"mountains,mountain village,friendship",ja,9.18885,68411275,93.0,Pokémon: Spell of the Unknown,5.9,137,Pokémon: Spell of the Unknown,"Veronica Taylor,Rachael Lillis,Eric Stuart",Michael Haigney,2000,7
3000000,"Horror,Mystery,Thriller",10225,"lightning,cemetery,mask",en,11.158167,19472057,86.0,Friday the 13th Part VI: Jason Lives,5.7,216,Friday the 13th Part VI: Jason Lives,"Thom Mathews,Jennifer Cooke,David Kagen",Tom McLoughlin,1986,8
3000000,"Drama,History,War",826,"japan,resistance,japanese",en,23.109959,33300000,161.0,The Bridge on the River Kwai,7.7,542,The Bridge on the River Kwai,"William Holden,Alec Guinness,Jack Hawkins",David Lean,1957,10
3000000,"Comedy,Family,Science Fiction",34086,"alien,martian,misunderstanding",en,1.586598,15369573,100.0,Spaced Invaders,4.7,25,Spaced Invaders,"Ariana Richards,Douglas Barr,Royal Dano",Patrick Read Johnson,1990,4
2000000,"Comedy,Crime,Thriller",5854,"fortune teller,kidnapping,false identity",en,3.832858,7900000,121.0,Family Plot,6.7,86,Family Plot,"Barbara Harris,Bruce Dern,Karen Black",Alfred Hitchcock,1976,4
3000000,"Comedy,Drama,Romance",284,"new york,new year's eve,lovesickness",en,22.889294,25000000,125.0,The Apartment,8.1,483,The Apartment,"Jack Lemmon,Shirley MacLaine,Fred MacMurray",Billy Wilder,1960,6
3000000,"Fantasy,Horror,Thriller",10285,"male nudity,female nudity,waitress",en,10.341982,15938065,87.0,Jason Goes to Hell: The Final Friday,4.2,193,Jason Goes to Hell: The Final Friday,"Kane Hodder,John D. LeMay,Kari Keegan",Adam Marcus,1993,8
3000000,"Mystery,Thriller",5780,"cold war,east germany",en,7.924982,13000000,128.0,Torn Curtain,6.4,120,Torn Curtain,"Paul Newman,Julie Andrews,Lila Kedrova",Alfred Hitchcock,1966,7
3000000,"Comedy,Documentary,Music",292,"black people,hip-hop,block party",en,1.697846,11718595,100.0,Dave Chappelle's Block Party,6.4,28,Dave Chappelle's Block Party,"Dave Chappelle,Erykah Badu,Common",Michel Gondry,2005,9
3000000,Drama,22013,"evangelist,revivalism",en,6.734965,10400000,146.0,Elmer Gantry,7.3,41,Elmer Gantry,"Burt Lancaster,Jean Simmons,Arthur Kennedy",Richard Brooks,1960,6
3000000,"Drama,History",821,"judge,concentration camp,world war ii",en,13.338539,10000000,186.0,Judgment at Nuremberg,7.6,155,Judgment at Nuremberg,"Spencer Tracy,Burt Lancaster,Richard Widmark",Stanley Kramer,1961,12
3000000,Western,3089,"texas,dangerous,kansas",en,5.344815,9012000,133.0,Red River,7.3,82,Red River,"John Wayne,Montgomery Clift,Joanne Dru",Howard Hawks,1948,8
3000000,"Romance,Drama",132344,"hotel,airport,hotel room",en,23.299907,11176469,108.0,Before Midnight,7.4,568,Before Midnight,"Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick",Richard Linklater,2013,4
3000000,"Action,Horror,Science Fiction",15158,"portal,undertaker,evil",en,5.003615,7282851,97.0,Phantasm II,6.3,94,Phantasm II,"James Le Gros,Reggie Bannister,Angus Scrimm",Don Coscarelli,1988,7
3000000,Drama,44634,independent film,en,0.019984,6804016,94.0,Woman Thou Art Loosed,5.0,3,Woman Thou Art Loosed,"Kimberly Elise,Loretta Devine,Debbi Morgan",Michael Schultz,2004,9
3800000,Comedy,10557,"islam,hippie,father son relationship",en,3.667372,28200000,97.0,East Is East,6.5,59,East Is East,"Om Puri,Linda Bassett,Ian Aspinall",Damien O'Donnell,1999,5
3000000,"Drama,History,Romance",28005,"poetry,eroticism,woman director",en,3.937939,4109095,117.0,Kama Sutra - A Tale of Love,5.7,35,Kama Sutra - A Tale of Love,"Indira Varma,Sarita Choudhury,Ramon Tikaram",Mira Nair,1996,9
3000000,"Family,Fantasy",252,"chocolate,factory worker,based on novel",en,23.981601,4000000,100.0,Willy Wonka & the Chocolate Factory,7.4,798,Willy Wonka & the Chocolate Factory,"Gene Wilder,Jack Albertson,Peter Ostrum",Mel Stuart,1971,6
3000000,Comedy,18892,"confession,jealousy,nightmare",en,4.337685,3076820,87.0,Jawbreaker,5.9,90,Jawbreaker,"Rose McGowan,Julie Benz,Rebecca Gayheart",Darren Stein,1999,1
2962051,"Drama,History",549,"new york,sex,drug abuse",en,3.636634,3011195,108.0,Basquiat,6.6,94,Basquiat,"Jeffrey Wright,David Bowie,Dennis Hopper",Julian Schnabel,1996,8
3000000,"Crime,Drama",868,"slum,baby,fight",af,2.504169,9879971,94.0,Tsotsi,6.9,94,Tsotsi,"Presley Chweneyagae,Jerry Mofokeng,Terry Pheto",Gavin Hood,2005,8
3000000,"Comedy,Drama",10683,"rape,sister sister relationship,lover (female)",en,10.757539,2807390,139.0,Happiness,7.4,194,Happiness,"Jane Adams,Jon Lovitz,Philip Seymour Hoffman",Todd Solondz,1998,10
2800000,"Comedy,Horror",246403,"canada,obsession,walrus",en,15.754614,1826705,102.0,Tusk,5.1,366,Tusk,"Michael Parks,Justin Long,Haley Joel Osment",Kevin Smith,2014,9
3000000,"Drama,Thriller,Mystery",670,"sushi restaurant,rage and hate,notebook",ko,56.76349,14980005,120.0,Oldboy,8.0,1945,Oldboy,"Choi Min-sik,Yoo Ji-tae,Kang Hye-jung",Park Chan-wook,2003,1
3000000,"Action,Comedy,Thriller",49010,"female nudity,prostitute,shotgun",en,16.900433,748453,86.0,Hobo with a Shotgun,5.7,211,Hobo with a Shotgun,"Rutger Hauer,Gregory Smith,Robb Wells",Jason Eisener,2011,5
3000000,Drama,24469,"dancing,mother,alcohol",en,12.68672,2357852,123.0,Fish Tank,6.9,250,Fish Tank,"Katie Jarvis,Michael Fassbender,Kierston Wareing",Andrea Arnold,2009,5
3000000,"Comedy,Romance",84174,"bridesmaid,strip club,female friendship",en,20.95282,11947954,87.0,Bachelorette,5.3,444,Bachelorette,"Kirsten Dunst,Isla Fisher,Lizzy Caplan",Leslye Headland,2012,8
3000000,Science Fiction,38541,"basement,violence,septic tank",en,11.882563,22000,112.0,The Divide,5.7,197,The Divide,"Lauren German,Michael Biehn,Milo Ventimiglia",Xavier Gens,2011,3
3000000,"Thriller,Horror",234212,"detective,haunted house,investigation",en,12.564554,3387000,83.0,Demonic,4.9,148,Demonic,"Maria Bello,Frank Grillo,Cody Horn",Will Canon,2015,2
2500000,"Action,Crime,Drama",26039,"alcatraz,revenge,organized crime",en,5.164423,3200000,92.0,Point Blank,7.1,95,Point Blank,"Lee Marvin,Angie Dickinson,Keenan Wynn",John Boorman,1967,8
2900000,Drama,666,"brazilian,brazil,rio de janeiro",pt,5.928937,5596708,113.0,Central Station,7.6,126,Central Station,"Fernanda Montenegro,Marília Pêra,Vinícius de Oliveira",Walter Salles,1998,1
2900000,"Comedy,Drama",248,"dude,prohibition,deception",en,3.370225,5000000,136.0,Pocketful of Miracles,7.3,25,Pocketful of Miracles,"Glenn Ford,Bette Davis,Hope Lange",Frank Capra,1961,12
3000000,Documentary,43942,"female nudity,corruption,cheating",en,1.781462,103735,93.0,Freakonomics,6.6,36,Freakonomics,"Zoe Sloane,Jade Viggiano,Amancaya Aguilar",Heidi Ewing,2010,10
8000000,Drama,10476,"rap music,hip-hop,baby",en,6.39503,23563727,116.0,Hustle & Flow,6.9,99,Hustle & Flow,"Terrence Howard,Anthony Anderson,Taryn Manning",Craig Brewer,2005,7
2883848,"Comedy,Romance",239,"chicago,witness,musician",en,39.30982,25000000,122.0,Some Like It Hot,8.0,808,Some Like It Hot,"Marilyn Monroe,Tony Curtis,Jack Lemmon",Billy Wilder,1959,3
2800000,"Horror,Thriller",10281,"lake,mask,telekinesis",en,9.070842,19170001,88.0,Friday the 13th Part VII: The New Blood,5.3,192,Friday the 13th Part VII: The New Blood,"Kane Hodder,Lar Park Lincoln,Susan Jennifer Sullivan",John Carl Buechler,1988,5
2777000,"Adventure,Family,Fantasy",630,"witch,adolescence,based on novel",en,67.417542,33754967,102.0,The Wizard of Oz,7.4,1642,The Wizard of Oz,"Judy Garland,Frank Morgan,Ray Bolger",Victor Fleming,1939,8
2800000,"Comedy,Science Fiction",3034,"experiment,castle,assistant",en,36.444894,86273333,106.0,Young Frankenstein,7.7,854,Young Frankenstein,"Gene Wilder,Peter Boyle,Marty Feldman",Mel Brooks,1974,12
2000000,"Horror,Action,Science Fiction",13025,"zombie,found footage",en,15.351412,5364858,95.0,Diary of the Dead,5.4,190,Diary of the Dead,"Michelle Morgan,Joshua Close,Shawn Roberts",George A. Romero,2007,9
2700000,"Adventure,Family",17264,"poker,horse,barn",en,11.35972,37799643,118.0,The Black Stallion,7.0,59,The Black Stallion,"Kelly Reno,Mickey Rooney,Teri Garr",Carroll Ballard,1979,10
2686000,"Adventure,Comedy,Romance",15875,"birthday,half-brother,priest",en,1.897263,6600000,109.0,Donovan's Reef,6.0,30,Donovan's Reef,"John Wayne,Elizabeth Allen,Lee Marvin",John Ford,1963,6
2627000,"Drama,Romance,War",43306,"pilot,airplane,ghost",en,0.531444,5363000,120.0,A Guy Named Joe,6.0,8,A Guy Named Joe,"Spencer Tracy,Irene Dunne,Van Johnson",Victor Fleming,1944,3
2600000,"Western,Comedy",11072,"gun,saloon,governor",en,22.793929,119500000,93.0,Blazing Saddles,7.2,609,Blazing Saddles,"Cleavon Little,Gene Wilder,Harvey Korman",Mel Brooks,1974,2
2600000,"Horror,Thriller",9730,"lake,resurrection,morgue",en,14.013414,32980880,91.0,Friday the 13th: The Final Chapter,5.9,237,Friday the 13th: The Final Chapter,"Kimberly Beck,Erich Anderson,Corey Feldman",Joseph Zito,1984,4
2159280,Drama,209274,"nun,mine,jew",pl,13.265432,10700000,80.0,Ida,7.1,260,Ida,"Agata Trzebuchowska,Agata Kulesza,Joanna Kulig",Paweł Pawlikowski,2013,10
2600000,Documentary,291,"ocean,california,sea",en,0.895946,3166000,105.0,Riding Giants,7.6,23,Riding Giants,"Jeff Clark,Darrick Doerner,Laird Hamilton",Stacy Peralta,2004,7
2600000,"Science Fiction,Thriller",14139,"scissors,radio,nudity",es,19.02965,553198,92.0,Timecrimes,7.0,308,Timecrimes,"Karra Elejalde,Candela Fernández,Bárbara Goenaga",Nacho Vigalondo,2007,9
2540800,"Comedy,Music,Romance",872,"fan,morning,musical",en,36.556954,7200000,103.0,Singin' in the Rain,7.8,727,Singin' in the Rain,"Gene Kelly,Donald O'Connor,Debbie Reynolds",Stanley Donen,1952,4
2500000,"Comedy,Horror",139038,"horror spoof,found footage,duringcreditsstinger",en,18.661541,60141683,86.0,A Haunted House,5.4,516,A Haunted House,"Marlon Wayans,Essence Atkins,Nick Swardson",Michael Tiddes,2013,1
2500000,Documentary,126509,,en,0.973582,33400000,87.0,2016: Obama's America,4.6,19,2016: Obama's America,,John Sullivan,2012,7
2500000,"Horror,Mystery,Science Fiction",10676,"commercial,factory,gas station",en,12.030456,14400000,98.0,Halloween III: Season of the Witch,5.0,229,Halloween III: Season of the Witch,"Tom Atkins,Stacey Nelkin,Dan O'Herlihy",Tommy Lee Wallace,1982,10
2500000,"Action,Science Fiction",1687,"spacecraft,pacifism,human being",en,18.30961,12348905,98.0,Escape from the Planet of the Apes,6.3,264,Escape from the Planet of the Apes,"Roddy McDowall,Kim Hunter,Bradford Dillman",Don Taylor,1971,5
2500000,"Action,Drama,Western",24748,"alcoholism,ranchers,rancher",en,6.82919,10000000,112.0,Hud,7.5,66,Hud,"Paul Newman,Melvyn Douglas,Patricia Neal",Martin Ritt,1963,5
2500000,"Comedy,Drama,Romance",401,"new jersey,paraplegic,loss of mother",en,30.583959,26781723,102.0,Garden State,7.1,618,Garden State,"Zach Braff,Natalie Portman,Ian Holm",Zach Braff,2004,7
2500000,"Drama,Romance",76,"dialogue,sunrise,talking",en,23.672571,5535405,105.0,Before Sunrise,7.7,959,Before Sunrise,"Ethan Hawke,Julie Delpy,Andrea Eckert",Richard Linklater,1995,1
2500000,"Science Fiction,Comedy,Drama",84329,"friendship,robot,senior citizen",en,23.419061,3325038,85.0,Robot & Frank,6.8,450,Robot & Frank,"Frank Langella,Liv Tyler,James Marsden",Jake Schreier,2012,8
2500000,"Comedy,Drama,Romance",157386,"alcoholism,coming of age,teenager",en,25.722747,6854611,95.0,The Spectacular Now,6.8,1048,The Spectacular Now,"Miles Teller,Shailene Woodley,Brie Larson",James Ponsoldt,2013,8
2500000,Drama,46849,"dolphin,island,research",en,0.301884,71904,100.0,Eye of the Dolphin,7.1,7,Eye of the Dolphin,"Carly Schroeder,Adrian Dunbar,George Harris",Michael D. Sellers,2007,8
2500000,"Drama,Science Fiction,Thriller",20764,"virtual reality,dystopia,moral conflict",en,4.624691,107559,90.0,Sleep Dealer,6.0,40,Sleep Dealer,"Leonor Varela,Jacob Vargas,Luis Fernando Peña",Alex Rivera,2008,12
2500000,"Comedy,Action,Drama",45132,"bomb,gun,drug dealer",en,12.204569,324138,96.0,Super,6.6,441,Super,"Rainn Wilson,Ellen Page,Liv Tyler",James Gunn,2010,9
2400000,Drama,49471,"washington d.c.,bus,march",en,4.623059,5731103,120.0,Get on the Bus,7.0,11,Get on the Bus,"Ossie Davis,Charles S. Dutton,Andre Braugher",Spike Lee,1996,10
30000000,"Adventure,Comedy,Science Fiction",7512,"prostitute,capitalism,usa president",en,27.940093,495303,84.0,Idiocracy,6.3,664,Idiocracy,"Luke Wilson,Maya Rudolph,Dax Shepard",Mike Judge,2006,9
2380000,"Drama,Crime",11798,"holiday,skinhead,england",en,8.395624,8176544,101.0,This Is England,7.4,363,This Is England,"Thomas Turgoose,Stephen Graham,Jo Hartley",Shane Meadows,2006,9
2361000,"Comedy,Music",43546,"musical,girls' boarding school,swimming pool",en,0.628051,6892000,101.0,Bathing Beauty,7.0,4,Bathing Beauty,"Red Skelton,Esther Williams,Basil Rathbone",George Sidney,1944,7
2300000,"Music,Romance",17820,"musical,grandmother granddaughter relationship,interracial relationship",en,1.606314,11000000,107.0,Show Boat,6.9,18,Show Boat,"Howard Keel,Kathryn Grayson,Ava Gardner",George Sidney,1951,7
2280000,"Animation,Family,Music",756,"orchestra,classical music,musical segments",en,32.875469,83320000,124.0,Fantasia,7.2,808,Fantasia,"Deems Taylor,Walt Disney,Julietta Novis",David Hand,1940,11
4000000,"Horror,Thriller",9728,"lake,summer camp,murder",en,14.206525,36690067,95.0,Friday the 13th Part III,5.7,254,Friday the 13th Part III,"Dana Kimmell,Paul Kratka,Tracie Savage",Steve Miner,1982,8
2200000,"Horror,Thriller",9731,"mask,psychology,serial killer",en,12.639469,21930418,92.0,Friday the 13th: A New Beginning,5.1,196,Friday the 13th: A New Beginning,"Melanie Kinnaman,John Shepherd,Shavar Ross",Danny Steinmann,1985,3
2160000,Drama,43610,,en,0.1813,9132000,119.0,The Valley of Decision,5.8,4,The Valley of Decision,"Greer Garson,Gregory Peck,Donald Crisp",Tay Garnett,1945,6
2100000,"Drama,History,Romance",887,"usa,post traumatic stress  disorder,war veteran",en,8.38717,23650000,172.0,The Best Years of Our Lives,7.6,143,The Best Years of Our Lives,"Fredric March,Myrna Loy,Dana Andrews",William Wyler,1946,12
2100000,"Drama,Crime",364083,"new york state,hate crime",en,0.039007,3330,126.0,Mi America,0.0,0,Mi America,"Robert Fontaine,Michael Brainard,Grant Boyd",Robert Fontaine,2015,10
1500000,"Horror,Mystery",8329,"terror,obsession,camcorder",es,31.691617,30448000,78.0,[REC],7.1,934,[REC],"Manuela Velasco,Ferran Terraza,Martha Carbonell",Jaume Balagueró,2007,4
2000000,"Action,Thriller,Adventure",657,"venice,london england,terror",en,41.298723,78898765,115.0,From Russia with Love,6.9,760,From Russia with Love,"Sean Connery,Daniela Bianchi,Pedro Armendáriz",Terence Young,1963,10
2000000,"Comedy,Romance,Science Fiction",11561,"sex,revolution,future",en,10.664202,18344729,89.0,Sleeper,7.0,200,Sleeper,"Woody Allen,Diane Keaton,John Beck",Woody Allen,1973,12
2000000,"Horror,Thriller",270303,"chase,supernatural,friends",en,100.876794,14674076,100.0,It Follows,6.6,1832,It Follows,"Maika Monroe,Keir Gilchrist,Daniel Zovatto",David Robert Mitchell,2015,2
2000000,Comedy,11624,"transsexuality,perversity,sperm",en,13.223111,18016290,88.0,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,215,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,"Woody Allen,John Carradine,Lou Jacobi",Woody Allen,1972,8
2000000,"Crime,Drama",595,"black people,based on novel,brother sister relationship",en,22.139842,13129846,129.0,To Kill a Mockingbird,8.0,657,To Kill a Mockingbird,"Gregory Peck,Brock Peters,James Anderson",Robert Mulligan,1962,12
2000000,"Adventure,Action,Thriller",8810,"explosive,boomerang,pilot",en,37.117362,24600832,95.0,Mad Max 2: The Road Warrior,7.3,957,Mad Max 2: The Road Warrior,"Mel Gibson,Bruce Spence,Michael Preston",George Miller,1981,12
2000000,"Crime,Drama",226,"rape,sex,identity",en,15.557144,11540607,118.0,Boys Don't Cry,7.2,353,Boys Don't Cry,"Hilary Swank,Chloë Sevigny,Peter Sarsgaard",Kimberly Peirce,1999,9
2000000,"Horror,Mystery",92182,"supernatural,remake,suspense",en,11.66632,13101672,85.0,Silent House,5.2,125,Silent House,"Elizabeth Olsen,Adam Trese,Eric Sheffer Stevens",Chris Kentis,2011,1
2000000,"Drama,Thriller",582,"germany,berlin,suicide",de,34.938177,70000000,137.0,The Lives of Others,7.9,958,The Lives of Others,"Martina Gedeck,Ulrich Mühe,Sebastian Koch",Florian Henckel von Donnersmarck,2006,3
1000000,Drama,72213,"father,faith",en,5.961119,34522221,129.0,Courageous,6.8,77,Courageous,"Alex Kendrick,Ken Bevel,Ben Davies",Alex Kendrick,2011,9
2000000,Drama,990,"suicide,gambling,manager",en,17.639478,7600000,134.0,The Hustler,7.6,240,The Hustler,"Paul Newman,Jackie Gleason,Piper Laurie",Robert Rossen,1961,9
2000000,"Adventure,Drama,Romance",55604,"partnership,oil,oil tycoon",en,1.867004,9172000,119.0,Boom Town,6.5,8,Boom Town,"Clark Gable,Spencer Tracy,Claudette Colbert",Jack Conway,1940,8
8000000,"Adventure,Animation,Comedy",9662,"france,kidnapping,boy",fr,13.944645,1477676,80.0,The Triplets of Belleville,7.3,231,The Triplets of Belleville,"Béatrice Bonifassi,Lina Boudreau,Michèle Caucheteux",Sylvain Chomet,2003,6
2700000,"Drama,Romance",80,"paris,journalist,dialogue",en,14.799323,15992615,80.0,Before Sunset,7.6,718,Before Sunset,"Ethan Hawke,Julie Delpy,Vernon Dobtcheff",Richard Linklater,2004,2
2000000,"Drama,Thriller",55,"homeless person,mexico city,daughter",es,23.281616,20908467,154.0,Amores perros,7.6,521,Amores perros,"Gael García Bernal,Vanessa Bauche,Goya Toledo",Alejandro González Iñárritu,2000,6
2000000,"Crime,Drama",11023,"cheating,dysfunctional family,teen angst",en,20.331593,4601043,100.0,Thirteen,6.7,339,Thirteen,"Evan Rachel Wood,Nikki Reed,Vanessa Hudgens",Catherine Hardwicke,2003,8
2000000,"Drama,Romance",33667,"anti semitism,soldier",en,5.381536,7800000,118.0,Gentleman's Agreement,6.8,47,Gentleman's Agreement,"Gregory Peck,Dorothy McGuire,John Garfield",Elia Kazan,1947,11
2000000,Drama,39013,"father,court,bail",en,20.834883,13831503,100.0,Winter's Bone,6.8,565,Winter's Bone,"Jennifer Lawrence,John Hawkes,Kevin Breznahan",Debra Granik,2010,6
2000000,"Drama,Music,Romance",43839,"dance,ragtime,concert tour",en,0.483974,4000000,106.0,Alexander's Ragtime Band,4.8,6,Alexander's Ragtime Band,"Tyrone Power,Alice Faye,Don Ameche",Henry King,1938,5
2000000,Documentary,44639,"corruption,capitalism,globalization",en,16.930914,7871522,109.0,Inside Job,7.7,286,Inside Job,"Matt Damon,William Ackman,Barack Obama",Charles Ferguson,2010,10
6000000,"Drama,Music,Romance",301351,dj,en,28.819424,11122090,96.0,We Are Your Friends,6.3,658,We Are Your Friends,"Zac Efron,Emily Ratajkowski,Wes Bentley",Max Joseph,2015,8
2000000,"Crime,Drama,Thriller",7873,"watching a movie,playing pool,vinegar",en,12.999023,5967038,120.0,Harsh Times,6.3,197,Harsh Times,"Christian Bale,Freddy Rodríguez,Eva Longoria",David Ayer,2005,9
2000000,"Crime,Drama,Thriller",331190,"hostage,based on true story,murder",en,6.728882,2801508,97.0,Captive,5.6,92,Captive,"Kate Mara,David Oyelowo,Michael Kenneth Williams",Jerry Jameson,2015,9
2000000,"Comedy,Drama,Romance",15186,independent film,en,1.95686,2506446,96.0,Full Frontal,4.8,26,Full Frontal,"David Duchovny,Nicky Katt,Catherine Keener",Steven Soderbergh,2002,8
2000000,"Romance,Drama,Comedy",1378,"gay,new york,free love",en,14.846001,5179037,101.0,Shortbus,6.3,140,Shortbus,"Sook-Yin Lee,Paul Dawson,PJ DeBoy",John Cameron Mitchell,2006,5
2000000,"Drama,Animation,War",8885,"israel,palestine,middle east",he,14.08251,11125849,90.0,Waltz with Bashir,7.8,291,Waltz with Bashir,"Ari Folman,Ron Ben-Yishai,Dror Harazi",Ari Folman,2008,6
2000000,,48382,,en,0.031947,1672730,120.0,"The Book of Mormon Movie, Volume 1: The Journey",5.0,2,"The Book of Mormon Movie, Volume 1: The Journey","Kirby Heyborne,Michael Flynn",Unknown,2003,9
2000000,Documentary,12901,"white house,occupying power,independent film",en,2.283796,1431623,102.0,No End in Sight,7.2,23,No End in Sight,"Campbell Scott,Gerald Burke,Ali Fadhil",Charles Ferguson,2007,7
2000000,"Drama,Romance",250124,"1970s,teenage girl,older man younger woman relationship",en,18.224326,1477002,98.0,The Diary of a Teenage Girl,6.8,279,The Diary of a Teenage Girl,"Bel Powley,Kristen Wiig,Alexander Skarsgård",Marielle Heller,2015,8
2000000,"History,Documentary",12228,"usa,1970s,sexual revolution",en,3.980072,653621,92.0,Inside Deep Throat,6.8,31,Inside Deep Throat,"Dennis Hopper,Peter Bart,Warren Beatty",Fenton Bailey,2005,2
2000000,Comedy,42889,"loss of virginity,teenage boy,teen comedy",en,3.125382,563706,120.0,The Virginity Hit,4.6,19,The Virginity Hit,"Matt Bennett,Zack Pearlman,Jacob Davich",Huck Botko,2010,9
2000000,"Action,Thriller",10656,"paris,culture clash,subway",fr,5.261065,390659,104.0,Subway,6.3,86,Subway,"Isabelle Adjani,Christopher Lambert,Richard Bohringer",Luc Besson,1985,4
2000000,"Action,Adventure,Science Fiction",24746,independent film,en,1.892183,124494,91.0,Six-String Samurai,5.8,36,Six-String Samurai,"Jeffrey Falcon,Justin McGuire,Kim De Angelo",Lance Mungia,1998,9
2000000,"Drama,Comedy,Music",12109,"disc jockey,loss of family,cocaine",en,3.911445,120620,90.0,It's All Gone Pete Tong,7.1,52,It's All Gone Pete Tong,"Paul Kaye,Kate Magowan,Neil Maskell",Michael Dowse,2004,9
3800000,Comedy,27023,"independent film,aftercreditsstinger",en,2.559806,111731,84.0,Saint John of Las Vegas,5.9,18,Saint John of Las Vegas,"Steve Buscemi,Romany Malco,Tim Blake Nelson",Hue Rhodes,2009,6
13500000,Drama,273899,stonewall riot,en,5.16023,187674,129.0,Stonewall,5.2,32,Stonewall,"Jeremy Irvine,Jonny Beauchamp,Jonathan Rhys Meyers",Roland Emmerich,2015,9
7000000,"Animation,Family,Foreign",20653,,en,0.253595,1100000,93.0,Roadside Romeo,6.7,3,Roadside Romeo,"Saif Ali Khan,Kareena Kapoor,Javed Jaffrey",Unknown,2008,10
2000000,"Comedy,Science Fiction,Romance",28260,"gang,zombie",en,7.502934,54207,97.0,Return of the Living Dead 3,5.9,88,Return of the Living Dead 3,"Melinda Clarke,J. Trevor Edmond,Kent McCord",Brian Yuzna,1993,10
2000000,Drama,13075,"independent film,mother daughter relationship,woman director",en,4.261509,622806,96.0,Sherrybaby,6.3,41,Sherrybaby,"Maggie Gyllenhaal,Michelle Hurst,Sandra Rodríguez",Laurie Collyer,2006,9
100000,Horror,115210,"slapstick,teen angst,slaughter",en,7.447714,95000,86.0,Stitches,5.5,92,Stitches,"Ross Noble,Tommy Knight,Gemma-Leah Devereux",Conor McMahon,2012,5
2000000,Comedy,11302,"revolution,political activism,loser",en,5.941852,11833696,82.0,Bananas,6.7,165,Bananas,"Woody Allen,Louise Lasser,Carlos Montalbán",Woody Allen,1971,4
1987650,"Drama,Thriller,Mystery",26388,"isolation,coffin,race against time",en,32.841229,19152480,94.0,Buried,6.6,827,Buried,"Ryan Reynolds,José Luis García Pérez,Robert Paterson",Rodrigo Cortés,2010,9
1800000,"Horror,Drama,Thriller",38358,"exorcism,fraud,evil spirit",en,14.838986,67738090,87.0,The Last Exorcism,5.6,328,The Last Exorcism,"Ashley Bell,Patrick Fabian,Iris Bahr",Daniel Stamm,2010,8
1800000,Drama,702,"southern usa,rape,sister sister relationship",en,14.884756,8000000,125.0,A Streetcar Named Desire,7.6,281,A Streetcar Named Desire,"Vivien Leigh,Marlon Brando,Kim Hunter",Elia Kazan,1951,9
